#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS12	RPS16	9606.ENSP00000230050	9606.ENSP00000367806	0.061	0	0	0	0.991	0.995	0.900	0.325	0.999
RPS12	RPS17	9606.ENSP00000230050	9606.ENSP00000498019	0	0	0	0	0.954	0.991	0.900	0.455	0.999
RPS12	RPS28	9606.ENSP00000230050	9606.ENSP00000472469	0.099	0	0	0	0.980	0.993	0.900	0.261	0.999
RPS12	RPLP1	9606.ENSP00000230050	9606.ENSP00000346037	0	0	0	0	0.991	0.955	0	0.282	0.999
RPS12	RPS4X	9606.ENSP00000230050	9606.ENSP00000362744	0	0	0	0	0.951	0.984	0.900	0.224	0.999
RPS12	RPL4	9606.ENSP00000230050	9606.ENSP00000311430	0.061	0	0	0	0.981	0.995	0	0.120	0.999
RPS12	RPL24	9606.ENSP00000230050	9606.ENSP00000377640	0.099	0	0	0	0.999	0.995	0	0.363	0.999
RPS12	RPS2	9606.ENSP00000230050	9606.ENSP00000341885	0.055	0	0	0	0.991	0.995	0.900	0.326	0.999
RPS16	RPL18A	9606.ENSP00000367806	9606.ENSP00000222247	0	0	0	0	0.994	0.994	0	0.688	0.999
RPS16	RPL19	9606.ENSP00000367806	9606.ENSP00000225430	0.052	0	0	0	0.991	0.995	0	0.606	0.999
RPS16	RPS12	9606.ENSP00000367806	9606.ENSP00000230050	0.061	0	0	0	0.991	0.995	0.900	0.325	0.999
RPS16	HBA2	9606.ENSP00000367806	9606.ENSP00000251595	0	0	0	0	0	0.093	0.900	0.055	0.906
RPS16	RPS27A	9606.ENSP00000367806	9606.ENSP00000272317	0	0	0	0	0.979	0.992	0.900	0.546	0.999
RPS16	RPL13	9606.ENSP00000367806	9606.ENSP00000307889	0	0	0	0	0.991	0.995	0	0.420	0.999
RPS16	RPL38	9606.ENSP00000367806	9606.ENSP00000309830	0	0	0	0	0.982	0.994	0	0.605	0.999
RPS16	RPL4	9606.ENSP00000367806	9606.ENSP00000311430	0	0	0	0	0.977	0.995	0	0.523	0.999
RPS16	EEF1G	9606.ENSP00000367806	9606.ENSP00000331901	0	0	0	0	0.925	0.236	0	0.381	0.961
RPS16	EEF1A1	9606.ENSP00000367806	9606.ENSP00000339063	0	0	0	0	0.831	0.834	0.500	0.548	0.992
RPS16	RPS2	9606.ENSP00000367806	9606.ENSP00000341885	0.102	0	0	0	0.986	0.996	0.900	0.821	0.999
RPS16	RPL3	9606.ENSP00000367806	9606.ENSP00000346001	0.091	0	0	0	0.928	0.987	0	0.682	0.999
RPS16	RPLP1	9606.ENSP00000367806	9606.ENSP00000346037	0	0	0	0	0.981	0.992	0	0.364	0.999
RPS16	PSMD12	9606.ENSP00000367806	9606.ENSP00000348442	0	0	0	0	0.471	0	0	0	0.471
RPS16	RPS4X	9606.ENSP00000367806	9606.ENSP00000362744	0.042	0	0	0	0.953	0.985	0.900	0.566	0.999
RPS16	FTL	9606.ENSP00000367806	9606.ENSP00000366525	0	0	0	0	0.246	0.067	0	0.342	0.497
RPS16	UBB	9606.ENSP00000367806	9606.ENSP00000478771	0	0	0	0	0.215	0.488	0	0.100	0.606
RPS16	UBC	9606.ENSP00000367806	9606.ENSP00000441543	0	0	0	0	0.256	0.488	0	0.093	0.624
RPS16	TPT1	9606.ENSP00000367806	9606.ENSP00000477781	0	0	0	0	0.941	0.331	0	0.121	0.962
RPS16	RPLP2	9606.ENSP00000367806	9606.ENSP00000431240	0	0	0	0	0.991	0.992	0	0.405	0.999
RPS16	RPS9	9606.ENSP00000367806	9606.ENSP00000375632	0.102	0	0	0	0.990	0.995	0.900	0.713	0.999
RPS16	RPLP0	9606.ENSP00000367806	9606.ENSP00000449328	0.102	0	0	0	0.991	0.995	0	0.420	0.999
RPS16	RPL11	9606.ENSP00000367806	9606.ENSP00000496250	0.115	0	0	0	0.991	0.995	0	0.739	0.999
RPS16	RPL18	9606.ENSP00000367806	9606.ENSP00000447001	0.115	0	0	0	0.987	0.995	0	0.666	0.999
RPS16	RPS19	9606.ENSP00000367806	9606.ENSP00000470972	0	0	0	0	0.999	0.997	0.900	0.872	0.999
RPS16	RACK1	9606.ENSP00000367806	9606.ENSP00000426909	0	0	0	0	0.982	0.997	0.540	0.316	0.999
RPS16	RPS17	9606.ENSP00000367806	9606.ENSP00000498019	0	0	0	0	0.947	0.995	0.900	0.666	0.999
RPS16	RPS28	9606.ENSP00000367806	9606.ENSP00000472469	0.057	0	0	0	0.981	0.993	0.900	0.773	0.999
RPS16	RPL24	9606.ENSP00000367806	9606.ENSP00000377640	0.042	0	0	0	0.991	0.995	0	0.310	0.999
RPS17	RPL18A	9606.ENSP00000498019	9606.ENSP00000222247	0	0	0	0	0.946	0.991	0	0.338	0.999
RPS17	RPL19	9606.ENSP00000498019	9606.ENSP00000225430	0	0	0	0	0.979	0.992	0	0.895	0.999
RPS17	RPS12	9606.ENSP00000498019	9606.ENSP00000230050	0	0	0	0	0.954	0.991	0.900	0.455	0.999
RPS17	HBA2	9606.ENSP00000498019	9606.ENSP00000251595	0	0	0	0	0	0.073	0.900	0.094	0.908
RPS17	H3-3B	9606.ENSP00000498019	9606.ENSP00000254810	0	0	0	0	0.064	0	0	0.433	0.446
RPS17	RPS27A	9606.ENSP00000498019	9606.ENSP00000272317	0	0	0	0	0.979	0.991	0.900	0.605	0.999
RPS17	RPL13	9606.ENSP00000498019	9606.ENSP00000307889	0	0	0	0	0.946	0.991	0	0.276	0.999
RPS17	RPL38	9606.ENSP00000498019	9606.ENSP00000309830	0	0	0	0	0.953	0.991	0	0.407	0.999
RPS17	RPL4	9606.ENSP00000498019	9606.ENSP00000311430	0	0	0	0	0.972	0.994	0	0.590	0.999
RPS17	EEF1G	9606.ENSP00000498019	9606.ENSP00000331901	0	0	0	0	0.738	0	0	0.111	0.757
RPS17	EEF1A1	9606.ENSP00000498019	9606.ENSP00000339063	0	0	0	0	0.585	0.810	0.500	0.210	0.964
RPS17	RPS2	9606.ENSP00000498019	9606.ENSP00000341885	0	0	0	0	0.954	0.997	0.900	0.592	0.999
RPS17	RPL3	9606.ENSP00000498019	9606.ENSP00000346001	0	0	0	0	0.872	0.967	0	0.626	0.998
RPS17	RPLP1	9606.ENSP00000498019	9606.ENSP00000346037	0	0	0	0	0.986	0.986	0	0.389	0.999
RPS17	RPS4X	9606.ENSP00000498019	9606.ENSP00000362744	0	0	0	0	0.920	0.975	0.900	0.478	0.999
RPS17	RPS16	9606.ENSP00000498019	9606.ENSP00000367806	0	0	0	0	0.947	0.995	0.900	0.666	0.999
RPS17	RPS9	9606.ENSP00000498019	9606.ENSP00000375632	0	0	0	0	0.984	0.994	0.900	0.562	0.999
RPS17	RPL24	9606.ENSP00000498019	9606.ENSP00000377640	0	0	0	0	0.991	0.993	0	0.353	0.999
RPS17	RACK1	9606.ENSP00000498019	9606.ENSP00000426909	0	0	0	0	0.868	0.997	0.540	0.585	0.999
RPS17	RPLP2	9606.ENSP00000498019	9606.ENSP00000431240	0	0	0	0	0.957	0.987	0	0.220	0.999
RPS17	UBC	9606.ENSP00000498019	9606.ENSP00000441543	0	0	0	0	0.353	0.492	0	0.166	0.702
RPS17	RPL18	9606.ENSP00000498019	9606.ENSP00000447001	0	0	0	0	0.942	0.992	0	0.715	0.999
RPS17	RPLP0	9606.ENSP00000498019	9606.ENSP00000449328	0	0	0	0	0.967	0.992	0	0.486	0.999
RPS17	RPS19	9606.ENSP00000498019	9606.ENSP00000470972	0.060	0	0	0	0.977	0.992	0.900	0.947	0.999
RPS17	RPS28	9606.ENSP00000498019	9606.ENSP00000472469	0	0	0	0	0.932	0.992	0.900	0.704	0.999
RPS17	TPT1	9606.ENSP00000498019	9606.ENSP00000477781	0	0	0	0	0.741	0.126	0	0.133	0.787
RPS17	UBB	9606.ENSP00000498019	9606.ENSP00000478771	0	0	0	0	0.354	0.492	0	0.093	0.676
RPS17	RPL11	9606.ENSP00000498019	9606.ENSP00000496250	0	0	0	0	0.991	0.991	0	0.888	0.999
RPS19	RPL18A	9606.ENSP00000470972	9606.ENSP00000222247	0.231	0	0	0	0.993	0.993	0	0.458	0.999
RPS19	RPL19	9606.ENSP00000470972	9606.ENSP00000225430	0	0	0	0	0.987	0.996	0	0.645	0.999
RPS19	RPS12	9606.ENSP00000470972	9606.ENSP00000230050	0.054	0	0	0	0.991	0.995	0.900	0.405	0.999
RPS19	TMSB10	9606.ENSP00000470972	9606.ENSP00000233143	0	0	0	0	0.438	0	0	0.353	0.621
RPS19	HBA2	9606.ENSP00000470972	9606.ENSP00000251595	0	0	0	0	0	0.097	0.900	0.193	0.920
RPS19	RPS27A	9606.ENSP00000470972	9606.ENSP00000272317	0	0	0	0	0.979	0.992	0.900	0.518	0.999
RPS19	RPL13	9606.ENSP00000470972	9606.ENSP00000307889	0	0	0	0	0.991	0.993	0	0.493	0.999
RPS19	RPL38	9606.ENSP00000470972	9606.ENSP00000309830	0	0	0	0	0.991	0.995	0	0.666	0.999
RPS19	RPL4	9606.ENSP00000470972	9606.ENSP00000311430	0	0	0	0	0.977	0.994	0	0.694	0.999
RPS19	EEF1G	9606.ENSP00000470972	9606.ENSP00000331901	0	0	0	0	0.939	0.109	0	0.454	0.967
RPS19	EEF1A1	9606.ENSP00000470972	9606.ENSP00000339063	0	0	0	0	0.583	0.843	0.500	0.496	0.981
RPS19	RPS2	9606.ENSP00000470972	9606.ENSP00000341885	0	0	0	0	0.981	0.995	0.900	0.839	0.999
RPS19	RPL3	9606.ENSP00000470972	9606.ENSP00000346001	0	0	0	0	0.960	0.981	0	0.777	0.999
RPS19	RPLP1	9606.ENSP00000470972	9606.ENSP00000346037	0.167	0	0	0	0.999	0.992	0	0.500	0.999
RPS19	RPS4X	9606.ENSP00000470972	9606.ENSP00000362744	0	0	0	0	0.953	0.982	0.900	0.547	0.999
RPS19	RPS16	9606.ENSP00000470972	9606.ENSP00000367806	0	0	0	0	0.999	0.997	0.900	0.872	0.999
RPS19	RPS9	9606.ENSP00000470972	9606.ENSP00000375632	0	0	0	0	0.986	0.995	0.900	0.801	0.999
RPS19	RPL24	9606.ENSP00000470972	9606.ENSP00000377640	0.075	0	0	0	0.986	0.995	0	0.407	0.999
RPS19	RACK1	9606.ENSP00000470972	9606.ENSP00000426909	0	0	0	0	0.982	0.997	0.540	0.274	0.999
RPS19	RPLP2	9606.ENSP00000470972	9606.ENSP00000431240	0	0	0	0	0.992	0.989	0	0.572	0.999
RPS19	UBC	9606.ENSP00000470972	9606.ENSP00000441543	0	0	0	0	0.330	0.495	0	0.112	0.673
RPS19	RPL18	9606.ENSP00000470972	9606.ENSP00000447001	0	0	0	0	0.981	0.994	0	0.731	0.999
RPS19	RPLP0	9606.ENSP00000470972	9606.ENSP00000449328	0.120	0	0	0	0.986	0.992	0	0.560	0.999
RPS19	ACTB	9606.ENSP00000470972	9606.ENSP00000494750	0	0	0	0	0.106	0.251	0	0.288	0.482
RPS19	UBB	9606.ENSP00000470972	9606.ENSP00000478771	0	0	0	0	0.305	0.495	0	0.124	0.666
RPS19	TPT1	9606.ENSP00000470972	9606.ENSP00000477781	0	0	0	0	0.913	0.126	0	0.049	0.922
RPS19	RPL11	9606.ENSP00000470972	9606.ENSP00000496250	0	0	0	0	0.991	0.994	0	0.928	0.999
RPS19	RPS28	9606.ENSP00000470972	9606.ENSP00000472469	0.075	0	0	0	0.991	0.992	0.900	0.828	0.999
RPS19	RPS17	9606.ENSP00000470972	9606.ENSP00000498019	0.060	0	0	0	0.977	0.992	0.900	0.947	0.999
RPS2	RPL18A	9606.ENSP00000341885	9606.ENSP00000222247	0	0	0	0	0.991	0.993	0	0.748	0.999
RPS2	RPL19	9606.ENSP00000341885	9606.ENSP00000225430	0.120	0	0	0	0.991	0.995	0	0.644	0.999
RPS2	RPS12	9606.ENSP00000341885	9606.ENSP00000230050	0.055	0	0	0	0.991	0.995	0.900	0.326	0.999
RPS2	TMSB10	9606.ENSP00000341885	9606.ENSP00000233143	0	0	0	0	0.211	0	0	0.347	0.463
RPS2	HBA2	9606.ENSP00000341885	9606.ENSP00000251595	0	0	0	0	0	0.095	0.900	0	0.905
RPS2	RPS27A	9606.ENSP00000341885	9606.ENSP00000272317	0	0	0	0	0.980	0.993	0.900	0.689	0.999
RPS2	FTH1	9606.ENSP00000341885	9606.ENSP00000273550	0	0.002	0	0	0.106	0	0	0.418	0.457
RPS2	RPL13	9606.ENSP00000341885	9606.ENSP00000307889	0	0	0	0	0.991	0.996	0	0.404	0.999
RPS2	RPL38	9606.ENSP00000341885	9606.ENSP00000309830	0	0	0	0	0.887	0.994	0	0.647	0.999
RPS2	RPL4	9606.ENSP00000341885	9606.ENSP00000311430	0.102	0	0	0	0.989	0.994	0	0.717	0.999
RPS2	EEF1G	9606.ENSP00000341885	9606.ENSP00000331901	0	0	0	0	0.971	0.097	0	0.535	0.986
RPS2	EEF1A1	9606.ENSP00000341885	9606.ENSP00000339063	0	0	0	0	0.926	0.918	0.500	0.642	0.998
RPS2	ACTG1	9606.ENSP00000341885	9606.ENSP00000458162	0	0	0	0	0.410	0.094	0	0.179	0.523
RPS2	PSMD12	9606.ENSP00000341885	9606.ENSP00000348442	0	0	0	0	0.532	0.097	0	0.079	0.577
RPS2	UBB	9606.ENSP00000341885	9606.ENSP00000478771	0	0	0	0	0.250	0.494	0	0.091	0.625
RPS2	UBC	9606.ENSP00000341885	9606.ENSP00000441543	0	0	0	0	0.244	0.494	0	0.129	0.638
RPS2	ACTB	9606.ENSP00000341885	9606.ENSP00000494750	0	0	0	0	0.305	0.094	0	0.506	0.662
RPS2	TPT1	9606.ENSP00000341885	9606.ENSP00000477781	0	0	0	0	0.916	0.475	0	0.091	0.956
RPS2	RPL3	9606.ENSP00000341885	9606.ENSP00000346001	0.102	0.192	0	0	0.961	0.983	0	0.672	0.999
RPS2	RPLP0	9606.ENSP00000341885	9606.ENSP00000449328	0.111	0	0	0	0.991	0.993	0	0.721	0.999
RPS2	RPS9	9606.ENSP00000341885	9606.ENSP00000375632	0.111	0	0	0	0.991	0.997	0.900	0.880	0.999
RPS2	RPLP2	9606.ENSP00000341885	9606.ENSP00000431240	0	0	0	0	0.989	0.992	0	0.295	0.999
RPS2	RPS16	9606.ENSP00000341885	9606.ENSP00000367806	0.102	0	0	0	0.986	0.996	0.900	0.821	0.999
RPS2	RACK1	9606.ENSP00000341885	9606.ENSP00000426909	0	0	0	0	0.991	0.997	0.540	0.713	0.999
RPS2	RPS19	9606.ENSP00000341885	9606.ENSP00000470972	0	0	0	0	0.981	0.995	0.900	0.839	0.999
RPS2	RPL18	9606.ENSP00000341885	9606.ENSP00000447001	0.057	0	0	0	0.991	0.994	0	0.665	0.999
RPS2	RPL11	9606.ENSP00000341885	9606.ENSP00000496250	0.120	0	0	0	0.991	0.994	0	0.785	0.999
RPS2	RPL24	9606.ENSP00000341885	9606.ENSP00000377640	0	0	0	0	0.985	0.995	0	0.316	0.999
RPS2	RPS28	9606.ENSP00000341885	9606.ENSP00000472469	0	0	0	0	0.927	0.992	0.900	0.598	0.999
RPS2	RPLP1	9606.ENSP00000341885	9606.ENSP00000346037	0	0	0	0	0.981	0.993	0	0.624	0.999
RPS2	RPS4X	9606.ENSP00000341885	9606.ENSP00000362744	0.102	0	0	0	0.954	0.982	0.900	0.715	0.999
RPS2	RPS17	9606.ENSP00000341885	9606.ENSP00000498019	0	0	0	0	0.954	0.997	0.900	0.592	0.999
RPS27A	ORC6	9606.ENSP00000272317	9606.ENSP00000219097	0	0	0	0	0.042	0	0.500	0	0.500
RPS27A	RPL18A	9606.ENSP00000272317	9606.ENSP00000222247	0	0	0	0	0.980	0.992	0	0.492	0.999
RPS27A	RPL19	9606.ENSP00000272317	9606.ENSP00000225430	0	0	0	0	0.990	0.992	0	0.274	0.999
RPS27A	PFN1	9606.ENSP00000272317	9606.ENSP00000225655	0	0	0	0	0.141	0.306	0	0.131	0.437
RPS27A	RPS12	9606.ENSP00000272317	9606.ENSP00000230050	0	0	0	0	0.963	0.996	0.900	0.289	0.999
RPS27A	HBA2	9606.ENSP00000272317	9606.ENSP00000251595	0	0	0	0	0	0.092	0.900	0.068	0.907
RPS27A	H3-3B	9606.ENSP00000272317	9606.ENSP00000254810	0	0	0	0	0.129	0.360	0	0.210	0.521
RPS27A	FTH1	9606.ENSP00000272317	9606.ENSP00000273550	0	0	0	0	0.111	0.301	0	0.112	0.401
RPS27A	B2M	9606.ENSP00000272317	9606.ENSP00000497910	0	0	0	0	0.168	0.050	0	0.337	0.431
RPS27A	PCLAF	9606.ENSP00000272317	9606.ENSP00000300035	0	0	0	0	0.063	0	0.500	0.041	0.511
RPS27A	HBB	9606.ENSP00000272317	9606.ENSP00000494175	0	0	0	0	0.049	0.071	0.400	0.201	0.519
RPS27A	FSCN1	9606.ENSP00000272317	9606.ENSP00000371798	0	0	0	0	0.057	0.510	0	0.055	0.525
RPS27A	AP2A2	9606.ENSP00000272317	9606.ENSP00000327694	0	0	0	0	0.052	0.063	0.500	0.072	0.533
RPS27A	CUL4A	9606.ENSP00000272317	9606.ENSP00000364589	0	0	0	0	0.054	0	0.500	0.156	0.566
RPS27A	PPP2CA	9606.ENSP00000272317	9606.ENSP00000418447	0	0	0	0	0.126	0.070	0.500	0.093	0.582
RPS27A	ACTB	9606.ENSP00000272317	9606.ENSP00000494750	0	0	0	0	0.121	0.321	0	0.382	0.600
RPS27A	EEF1G	9606.ENSP00000272317	9606.ENSP00000331901	0	0	0	0	0.703	0.121	0	0.233	0.783
RPS27A	TPT1	9606.ENSP00000272317	9606.ENSP00000477781	0	0	0	0	0.935	0.131	0	0.118	0.946
RPS27A	PSMD12	9606.ENSP00000272317	9606.ENSP00000348442	0	0	0	0	0.257	0.915	0.500	0.158	0.970
RPS27A	EEF1A1	9606.ENSP00000272317	9606.ENSP00000339063	0	0	0	0	0.548	0.876	0.500	0.500	0.984
RPS27A	RPL3	9606.ENSP00000272317	9606.ENSP00000346001	0	0	0	0	0.904	0.967	0	0.297	0.997
RPS27A	UBB	9606.ENSP00000272317	9606.ENSP00000478771	0	0	0.061	0.930	0.171	0.983	0.900	0.098	0.998
RPS27A	UBC	9606.ENSP00000272317	9606.ENSP00000441543	0	0	0	0.931	0.163	0.986	0.900	0.063	0.998
RPS27A	RPL18	9606.ENSP00000272317	9606.ENSP00000447001	0	0	0	0	0.955	0.992	0	0.329	0.999
RPS27A	RPL11	9606.ENSP00000272317	9606.ENSP00000496250	0	0	0	0	0.992	0.993	0	0.688	0.999
RPS27A	RPL13	9606.ENSP00000272317	9606.ENSP00000307889	0	0	0	0	0.954	0.991	0	0.416	0.999
RPS27A	RACK1	9606.ENSP00000272317	9606.ENSP00000426909	0	0	0	0	0.920	0.997	0.540	0.282	0.999
RPS27A	RPS19	9606.ENSP00000272317	9606.ENSP00000470972	0	0	0	0	0.979	0.992	0.900	0.518	0.999
RPS27A	RPS16	9606.ENSP00000272317	9606.ENSP00000367806	0	0	0	0	0.979	0.992	0.900	0.546	0.999
RPS27A	RPS17	9606.ENSP00000272317	9606.ENSP00000498019	0	0	0	0	0.979	0.991	0.900	0.605	0.999
RPS27A	RPS28	9606.ENSP00000272317	9606.ENSP00000472469	0	0	0	0	0.980	0.991	0.900	0.465	0.999
RPS27A	RPLP1	9606.ENSP00000272317	9606.ENSP00000346037	0	0	0	0	0.982	0.989	0	0.220	0.999
RPS27A	RPL4	9606.ENSP00000272317	9606.ENSP00000311430	0	0	0	0	0.951	0.992	0	0.490	0.999
RPS27A	RPS4X	9606.ENSP00000272317	9606.ENSP00000362744	0	0	0	0	0.914	0.963	0.900	0.213	0.999
RPS27A	RPL24	9606.ENSP00000272317	9606.ENSP00000377640	0	0	0	0	0.991	0.992	0	0.145	0.999
RPS27A	RPS2	9606.ENSP00000272317	9606.ENSP00000341885	0	0	0	0	0.980	0.993	0.900	0.689	0.999
RPS27A	RPLP2	9606.ENSP00000272317	9606.ENSP00000431240	0	0	0	0	0.980	0.950	0	0.518	0.999
RPS27A	RPL38	9606.ENSP00000272317	9606.ENSP00000309830	0	0	0	0	0.978	0.991	0	0.458	0.999
RPS27A	RPS9	9606.ENSP00000272317	9606.ENSP00000375632	0	0	0	0	0.975	0.991	0.900	0.320	0.999
RPS27A	RPLP0	9606.ENSP00000272317	9606.ENSP00000449328	0	0	0	0	0.979	0.992	0	0.343	0.999
RPS28	RPL18A	9606.ENSP00000472469	9606.ENSP00000222247	0	0	0	0	0.980	0.991	0.900	0.640	0.999
RPS28	RPL19	9606.ENSP00000472469	9606.ENSP00000225430	0	0	0	0	0.991	0.993	0.900	0.574	0.999
RPS28	RPS12	9606.ENSP00000472469	9606.ENSP00000230050	0.099	0	0	0	0.980	0.993	0.900	0.261	0.999
RPS28	HBA2	9606.ENSP00000472469	9606.ENSP00000251595	0	0	0	0	0.055	0	0.900	0.136	0.911
RPS28	RPS27A	9606.ENSP00000472469	9606.ENSP00000272317	0	0	0	0	0.980	0.991	0.900	0.465	0.999
RPS28	FTH1	9606.ENSP00000472469	9606.ENSP00000273550	0	0	0	0	0.156	0	0	0.394	0.467
RPS28	RPL13	9606.ENSP00000472469	9606.ENSP00000307889	0	0	0	0	0.979	0.992	0	0.349	0.999
RPS28	RPL38	9606.ENSP00000472469	9606.ENSP00000309830	0	0	0	0	0.980	0.992	0.900	0.667	0.999
RPS28	RPL4	9606.ENSP00000472469	9606.ENSP00000311430	0.057	0	0	0	0.932	0.993	0	0.572	0.999
RPS28	EEF1G	9606.ENSP00000472469	9606.ENSP00000331901	0	0	0	0	0.335	0.123	0	0.444	0.648
RPS28	EEF1A1	9606.ENSP00000472469	9606.ENSP00000339063	0	0	0	0	0.697	0.800	0.500	0.225	0.973
RPS28	RPS2	9606.ENSP00000472469	9606.ENSP00000341885	0	0	0	0	0.927	0.992	0.900	0.598	0.999
RPS28	RPL3	9606.ENSP00000472469	9606.ENSP00000346001	0	0	0	0	0.937	0.967	0	0.567	0.999
RPS28	RPLP1	9606.ENSP00000472469	9606.ENSP00000346037	0	0	0	0	0.991	0.979	0	0.717	0.999
RPS28	RPS4X	9606.ENSP00000472469	9606.ENSP00000362744	0	0	0	0	0.949	0.967	0.900	0.550	0.999
RPS28	RPS16	9606.ENSP00000472469	9606.ENSP00000367806	0.057	0	0	0	0.981	0.993	0.900	0.773	0.999
RPS28	RPS9	9606.ENSP00000472469	9606.ENSP00000375632	0	0	0	0	0.977	0.992	0.900	0.601	0.999
RPS28	RPL24	9606.ENSP00000472469	9606.ENSP00000377640	0.231	0	0	0	0.979	0.992	0.900	0.453	0.999
RPS28	RACK1	9606.ENSP00000472469	9606.ENSP00000426909	0	0	0	0	0.968	0.997	0.540	0.428	0.999
RPS28	RPLP2	9606.ENSP00000472469	9606.ENSP00000431240	0	0	0	0	0.984	0.983	0	0.402	0.999
RPS28	UBC	9606.ENSP00000472469	9606.ENSP00000441543	0	0	0	0	0.388	0.495	0	0.101	0.697
RPS28	RPL18	9606.ENSP00000472469	9606.ENSP00000447001	0.113	0	0	0	0.975	0.992	0.900	0.713	0.999
RPS28	RPLP0	9606.ENSP00000472469	9606.ENSP00000449328	0	0	0	0	0.953	0.991	0	0.517	0.999
RPS28	RPS19	9606.ENSP00000472469	9606.ENSP00000470972	0.075	0	0	0	0.991	0.992	0.900	0.828	0.999
RPS28	UBB	9606.ENSP00000472469	9606.ENSP00000478771	0	0	0	0	0.397	0.495	0	0.138	0.715
RPS28	TPT1	9606.ENSP00000472469	9606.ENSP00000477781	0	0	0	0	0.864	0.113	0	0.284	0.906
RPS28	RPS17	9606.ENSP00000472469	9606.ENSP00000498019	0	0	0	0	0.932	0.992	0.900	0.704	0.999
RPS28	RPL11	9606.ENSP00000472469	9606.ENSP00000496250	0	0	0	0	0.991	0.993	0.900	0.717	0.999
RPS4X	RPL18A	9606.ENSP00000362744	9606.ENSP00000222247	0	0	0	0	0.954	0.974	0	0.598	0.999
RPS4X	RPL19	9606.ENSP00000362744	9606.ENSP00000225430	0.115	0	0	0	0.955	0.981	0	0.716	0.999
RPS4X	RPS12	9606.ENSP00000362744	9606.ENSP00000230050	0	0	0	0	0.951	0.984	0.900	0.224	0.999
RPS4X	HBA2	9606.ENSP00000362744	9606.ENSP00000251595	0	0	0	0	0	0.071	0.900	0.091	0.908
RPS4X	RPS27A	9606.ENSP00000362744	9606.ENSP00000272317	0	0	0	0	0.914	0.963	0.900	0.213	0.999
RPS4X	RPL13	9606.ENSP00000362744	9606.ENSP00000307889	0	0	0	0	0.955	0.981	0	0.326	0.999
RPS4X	RPL38	9606.ENSP00000362744	9606.ENSP00000309830	0	0	0	0	0.919	0.967	0	0.334	0.998
RPS4X	RPL4	9606.ENSP00000362744	9606.ENSP00000311430	0.042	0	0	0	0.955	0.980	0	0.532	0.999
RPS4X	EEF1G	9606.ENSP00000362744	9606.ENSP00000331901	0	0	0	0	0.971	0.128	0	0.336	0.982
RPS4X	EEF1A1	9606.ENSP00000362744	9606.ENSP00000339063	0	0	0	0	0.857	0.841	0.500	0.466	0.993
RPS4X	RPS2	9606.ENSP00000362744	9606.ENSP00000341885	0.102	0	0	0	0.954	0.982	0.900	0.715	0.999
RPS4X	RPL3	9606.ENSP00000362744	9606.ENSP00000346001	0.091	0	0	0	0.910	0.948	0	0.541	0.997
RPS4X	RPLP1	9606.ENSP00000362744	9606.ENSP00000346037	0	0	0	0	0.953	0.973	0	0.327	0.999
RPS4X	PSMD12	9606.ENSP00000362744	9606.ENSP00000348442	0	0	0	0	0.478	0	0	0.104	0.512
RPS4X	ACTB	9606.ENSP00000362744	9606.ENSP00000494750	0	0	0	0	0.140	0.231	0	0.167	0.402
RPS4X	UBC	9606.ENSP00000362744	9606.ENSP00000441543	0	0	0	0	0.294	0.372	0	0.146	0.588
RPS4X	UBB	9606.ENSP00000362744	9606.ENSP00000478771	0	0	0	0	0.313	0.372	0	0.159	0.606
RPS4X	TPT1	9606.ENSP00000362744	9606.ENSP00000477781	0	0	0	0	0.805	0.451	0	0.166	0.902
RPS4X	RPLP2	9606.ENSP00000362744	9606.ENSP00000431240	0	0	0	0	0.915	0.962	0	0.279	0.997
RPS4X	RPLP0	9606.ENSP00000362744	9606.ENSP00000449328	0	0	0	0	0.955	0.974	0	0.280	0.999
RPS4X	RPS9	9606.ENSP00000362744	9606.ENSP00000375632	0.086	0	0	0	0.952	0.988	0.900	0.485	0.999
RPS4X	RPS19	9606.ENSP00000362744	9606.ENSP00000470972	0	0	0	0	0.953	0.982	0.900	0.547	0.999
RPS4X	RACK1	9606.ENSP00000362744	9606.ENSP00000426909	0	0	0	0	0.954	0.991	0.540	0.169	0.999
RPS4X	RPS16	9606.ENSP00000362744	9606.ENSP00000367806	0.042	0	0	0	0.953	0.985	0.900	0.566	0.999
RPS4X	RPL11	9606.ENSP00000362744	9606.ENSP00000496250	0.115	0	0	0	0.955	0.980	0	0.468	0.999
RPS4X	RPL18	9606.ENSP00000362744	9606.ENSP00000447001	0.045	0	0	0	0.954	0.972	0	0.592	0.999
RPS4X	RPL24	9606.ENSP00000362744	9606.ENSP00000377640	0	0	0	0	0.954	0.974	0	0.442	0.999
RPS4X	RPS17	9606.ENSP00000362744	9606.ENSP00000498019	0	0	0	0	0.920	0.975	0.900	0.478	0.999
RPS4X	RPS28	9606.ENSP00000362744	9606.ENSP00000472469	0	0	0	0	0.949	0.967	0.900	0.550	0.999
RPS9	RPL18A	9606.ENSP00000375632	9606.ENSP00000222247	0	0	0	0	0.991	0.992	0	0.353	0.999
RPS9	RPL19	9606.ENSP00000375632	9606.ENSP00000225430	0.116	0	0	0	0.990	0.995	0	0.780	0.999
